=== 지오코딩 실패 항목 리스트 (주소 검색 기준) ===
시도 횟수: 8724건 / 성공: 1264건 / 실패: 7460건
--------------------------------------------------------------------------------
행 0 | 도로명: 서울특별시 은평구 증산로3길 20 | 지번: nan | 사유: 검색 결과 없음
행 1388 | 도로명: 서울특별시 종로구 통일로12길16-22 | 지번: 서울특별시 종로구 행촌동 209-32 | 사유: 검색 결과 없음
행 1389 | 도로명: 서울특별시 종로구 통일로12길16-5 | 지번: 서울특별시 종로구 행촌동 46-2016 | 사유: 검색 결과 없음
행 1390 | 도로명: 서울특별시 종로구 통일로12길20-2 | 지번: 서울특별시 종로구 행촌동 46-1751 | 사유: 검색 결과 없음
행 1391 | 도로명: 서울특별시 종로구 통일로12길20-6 | 지번: 서울특별시 종로구  46-1735 | 사유: 검색 결과 없음
행 1392 | 도로명: 서울특별시 종로구 통일로12길24-1 | 지번: 서울특별시 종로구 무악동 46-1732 | 사유: 검색 결과 없음
행 1393 | 도로명: 서울특별시 종로구 통일로12길24-10 | 지번: 서울특별시 종로구 행촌동 209-53 | 사유: 검색 결과 없음
행 1394 | 도로명: 서울특별시 종로구 통일로12길24-11 | 지번: 서울특별시 종로구 행촌동 210-775 | 사유: 검색 결과 없음
행 1395 | 도로명: 서울특별시 종로구 통일로12길24-21 | 지번: 서울특별시 종로구 행촌동 210-657 | 사유: 검색 결과 없음
행 1396 | 도로명: 서울특별시 종로구 통일로12길24-22 | 지번: 서울특별시 종로구 행촌동 209-66 | 사유: 검색 결과 없음
행 1397 | 도로명: 서울특별시 종로구 통일로12길24-23 | 지번: 서울특별시 종로구 행촌동 210-676 | 사유: 검색 결과 없음
행 1398 | 도로명: 서울특별시 종로구 통일로12길24-28 | 지번: 서울특별시 종로구 행촌동 210-657 | 사유: 검색 결과 없음
행 1399 | 도로명: 서울특별시 종로구 통일로12길30-11 | 지번: 서울특별시 종로구 행촌동 210-247 | 사유: 검색 결과 없음
행 1400 | 도로명: 서울특별시 종로구 통일로12길30-25 | 지번: 서울특별시 종로구 행촌동 210-654 | 사유: 검색 결과 없음
행 1401 | 도로명: 서울특별시 종로구 통일로12길30-4 | 지번: 서울특별시 종로구 무악동 46-1743 | 사유: 검색 결과 없음
행 1402 | 도로명: 서울특별시 종로구 통일로12길30-6 | 지번: 서울특별시 종로구 행촌동 210-657 | 사유: 검색 결과 없음
행 1403 | 도로명: 서울특별시 종로구 통일로12길30-8 | 지번: 서울특별시 종로구 행촌동 210-657 | 사유: 검색 결과 없음
행 1404 | 도로명: 서울특별시 종로구 통일로12길40-11 | 지번: 서울특별시 종로구 행촌동 210-604 | 사유: 검색 결과 없음
행 1405 | 도로명: 서울특별시 종로구 통일로12길40-15 | 지번: 서울특별시 종로구 행촌동 210-215 | 사유: 검색 결과 없음
행 1406 | 도로명: 서울특별시 종로구 통일로12길40-18 | 지번: 서울특별시 종로구 행촌동 210-558 | 사유: 검색 결과 없음
행 1407 | 도로명: 서울특별시 종로구 통일로12길40-2 | 지번: 서울특별시 종로구 행촌동 210-1080 | 사유: 검색 결과 없음
행 1408 | 도로명: 서울특별시 종로구 통일로12길40-22 | 지번: 서울특별시 종로구 행촌동 210-240 | 사유: 검색 결과 없음
행 1409 | 도로명: 서울특별시 종로구 통일로12길40-28 | 지번: 서울특별시 종로구 행촌동 210-236 | 사유: 검색 결과 없음
행 1410 | 도로명: 서울특별시 종로구 통일로12길40-32 | 지번: 서울특별시 종로구 행촌동 210-233 | 사유: 검색 결과 없음
행 1411 | 도로명: 서울특별시 종로구 통일로12길40-42 | 지번: 서울특별시 종로구 행촌동 210-552 | 사유: 검색 결과 없음
행 1412 | 도로명: 서울특별시 종로구 통일로12길44-3 | 지번: 서울특별시 종로구 행촌동 210-222 | 사유: 검색 결과 없음
행 1413 | 도로명: 서울특별시 종로구 통일로12길50 | 지번: 서울특별시 종로구 행촌동 210-211 | 사유: 검색 결과 없음
행 1414 | 도로명: 서울특별시 종로구 통일로12길50-5 | 지번: 서울특별시 종로구 행촌동 210-208 | 사유: 검색 결과 없음
행 1415 | 도로명: 서울특별시 종로구 통일로12길54-2 | 지번: 서울특별시 종로구 행촌동 210-742 | 사유: 검색 결과 없음
행 1416 | 도로명: 서울특별시 종로구 통일로12길54-6 | 지번: 서울특별시 종로구 행촌동 210-603 | 사유: 검색 결과 없음
행 1417 | 도로명: 서울특별시 종로구 통일로12길58-4 | 지번: 서울특별시 종로구 행촌동 210-426 | 사유: 검색 결과 없음
행 1418 | 도로명: 서울특별시 종로구 통일로12길6 | 지번: 서울특별시 종로구 행촌동 209-4 | 사유: 검색 결과 없음
행 1419 | 도로명: 서울특별시 종로구 통일로12길6-3 | 지번: 서울특별시 종로구 행촌동 209-76 | 사유: 검색 결과 없음
행 1420 | 도로명: 서울특별시 종로구 통일로12길6-7 | 지번: 서울특별시 종로구 교북동 1-33 | 사유: 검색 결과 없음
행 1421 | 도로명: 서울특별시 종로구 통일로12길6-9 | 지번: 서울특별시 종로구 교북동 1-40 | 사유: 검색 결과 없음
행 1422 | 도로명: 서울특별시 종로구 통일로12길64-9 | 지번: 서울특별시 종로구 행촌동 210-8 | 사유: 검색 결과 없음
행 1423 | 도로명: 서울특별시 종로구 통일로12길68-4 | 지번: 서울특별시 종로구 행촌동 210-105 | 사유: 검색 결과 없음
행 1424 | 도로명: 서울특별시 종로구 통일로12길68-8 | 지번: 서울특별시 종로구 행촌동 210-472 | 사유: 검색 결과 없음
행 1425 | 도로명: 서울특별시 종로구 통일로12길70 | 지번: 서울특별시 종로구 행촌동 46-2054 | 사유: 검색 결과 없음
행 1426 | 도로명: 서울특별시 종로구 통일로12길72-3 | 지번: 서울특별시 종로구 행촌동 210-420 | 사유: 검색 결과 없음
행 1427 | 도로명: 서울특별시 종로구 통일로12길74-4 | 지번: 서울특별시 종로구 행촌동 210-96 | 사유: 검색 결과 없음
행 1428 | 도로명: 서울특별시 종로구 통일로12길76-15 | 지번: 서울특별시 종로구 행촌동 210-98 | 사유: 검색 결과 없음
행 1429 | 도로명: 서울특별시 종로구 통일로12길76-21 | 지번: 서울특별시 종로구 행촌동 210-47 | 사유: 검색 결과 없음
행 1430 | 도로명: 서울특별시 종로구 통일로12길76-23 | 지번: 서울특별시 종로구 행촌동 210-58 | 사유: 검색 결과 없음
행 1431 | 도로명: 서울특별시 종로구 통일로12길76-27 | 지번: 서울특별시 종로구 행촌동 210-354 | 사유: 검색 결과 없음
행 1432 | 도로명: 서울특별시 종로구 통일로12길76-4 | 지번: 서울특별시 종로구 행촌동 210-873 | 사유: 검색 결과 없음
행 1433 | 도로명: 서울특별시 종로구 통일로12길8 | 지번: 서울특별시 종로구 행촌동 209-15 | 사유: 검색 결과 없음
행 1434 | 도로명: 서울특별시 종로구 통일로146-1 | 지번: 서울특별시 종로구 교남동 7-4 | 사유: 검색 결과 없음
행 1435 | 도로명: 서울특별시 종로구 통일로150-19 | 지번: 서울특별시 종로구 교남동 36-1 | 사유: 검색 결과 없음
행 1436 | 도로명: 서울특별시 종로구 통일로150-19 | 지번: 서울특별시 종로구 교남동 36-1 | 사유: 검색 결과 없음
행 1437 | 도로명: 서울특별시 종로구 통일로156-1 | 지번: 서울특별시 종로구 교남동 46 | 사유: 검색 결과 없음
행 1438 | 도로명: 서울특별시 종로구 통일로156-3 | 지번: 서울특별시 종로구 교남동 45-2 | 사유: 검색 결과 없음
행 1439 | 도로명: 서울특별시 종로구 통일로156-4 | 지번: 서울특별시 종로구 교남동 32-3 | 사유: 검색 결과 없음
행 1440 | 도로명: 서울특별시 종로구 계동2길11 | 지번: 서울특별시 종로구 계동 139-3 | 사유: 검색 결과 없음
행 1441 | 도로명: 서울특별시 종로구 계동2길11-5 | 지번: 서울특별시 종로구 계동 124-1 | 사유: 검색 결과 없음
행 1442 | 도로명: 서울특별시 종로구 계동2길17-7 | 지번: 서울특별시 종로구 계동 134-8 | 사유: 검색 결과 없음
행 1443 | 도로명: 서울특별시 종로구 계동2길 17-9 | 지번: 서울특별시 종로구 계동 134-8 | 사유: 검색 결과 없음
행 1444 | 도로명: 서울특별시 종로구 계동2길18 | 지번: 서울특별시 종로구 계동 140-17 | 사유: 검색 결과 없음
행 1445 | 도로명: 서울특별시 종로구 계동2길22 | 지번: 서울특별시 종로구 계동 140-33 | 사유: 검색 결과 없음
행 1446 | 도로명: 서울특별시 종로구 계동2길6 | 지번: 서울특별시 종로구 계동 140-22 | 사유: 검색 결과 없음
행 1447 | 도로명: 서울특별시 종로구 계동4길10 | 지번: 서울특별시 종로구 계동 35 | 사유: 검색 결과 없음
행 1448 | 도로명: 서울특별시 종로구 계동4길10-6 | 지번: 서울특별시 종로구 계동 36-7 | 사유: 검색 결과 없음
행 1449 | 도로명: 서울특별시 종로구 계동4길13 | 지번: 서울특별시 종로구 계동 35 | 사유: 검색 결과 없음
행 1450 | 도로명: 서울특별시 종로구 계동4길15-14 | 지번: 서울특별시 종로구 계동 32-13 | 사유: 검색 결과 없음
행 1451 | 도로명: 서울특별시 종로구 계동4길15-2 | 지번: 서울특별시 종로구 계동 35 | 사유: 검색 결과 없음
행 1452 | 도로명: 서울특별시 종로구 계동4길15-4 | 지번: 서울특별시 종로구 계동 24-3 | 사유: 검색 결과 없음
행 1453 | 도로명: 서울특별시 종로구 계동4길15-5 | 지번: 서울특별시 종로구 계동 32-6 | 사유: 검색 결과 없음
행 1454 | 도로명: 서울특별시 종로구 계동4길19 | 지번: 서울특별시 종로구 계동 35 | 사유: 검색 결과 없음
행 1455 | 도로명: 서울특별시 종로구 계동4길25 | 지번: 서울특별시 종로구 계동 35 | 사유: 검색 결과 없음
행 1456 | 도로명: 서울특별시 종로구 계동4길25-3 | 지번: 서울특별시 종로구 계동 36-16 | 사유: 검색 결과 없음
행 1457 | 도로명: 서울특별시 종로구 계동4길25 | 지번: 서울특별시 종로구 원서동 76-41 | 사유: 검색 결과 없음
행 1458 | 도로명: 서울특별시 종로구 계동4길7 | 지번: 서울특별시 종로구 계동 2-141 | 사유: 검색 결과 없음
행 1459 | 도로명: 서울특별시 종로구 계동4길9 | 지번: 서울특별시 종로구 계동 35 | 사유: 검색 결과 없음
행 1460 | 도로명: 서울특별시 종로구 계동4길9 | 지번: 서울특별시 종로구 계동 29 | 사유: 검색 결과 없음
행 1461 | 도로명: 서울특별시 종로구 계동6길1-3 | 지번: 서울특별시 종로구 계동 2-63 | 사유: 검색 결과 없음
행 1462 | 도로명: 서울특별시 종로구 계동6길13 | 지번: 서울특별시 종로구 계동 2-33 | 사유: 검색 결과 없음
행 1463 | 도로명: 서울특별시 종로구 계동6길4 | 지번: 서울특별시 종로구 계동 2-50 | 사유: 검색 결과 없음
행 1464 | 도로명: 서울특별시 종로구 계동6길7 | 지번: 서울특별시 종로구 계동 2-62 | 사유: 검색 결과 없음
행 1465 | 도로명: 서울특별시 종로구 계동6길8-2 | 지번: 서울특별시 종로구 계동 2-59 | 사유: 검색 결과 없음
행 1466 | 도로명: 서울특별시 종로구 계동6길8-9 | 지번: 서울특별시 종로구 계동 2-59 | 사유: 검색 결과 없음
행 1467 | 도로명: 서울특별시 종로구 계동길100-6 | 지번: 서울특별시 종로구 계동 48-10 | 사유: 검색 결과 없음
행 1468 | 도로명: 서울특별시 종로구 계동길100-9 | 지번: 서울특별시 종로구 계동 48-1 | 사유: 검색 결과 없음
행 1469 | 도로명: 서울특별시 종로구 계동길103-15 | 지번: 서울특별시 종로구 계동 18-1 | 사유: 검색 결과 없음
행 1470 | 도로명: 서울특별시 종로구 계동길103-9 | 지번: 서울특별시 종로구 계동 15-8 | 사유: 검색 결과 없음
행 1471 | 도로명: 서울특별시 종로구 계동길104 | 지번: 서울특별시 종로구 계동 51-1 | 사유: 검색 결과 없음
행 1472 | 도로명: 서울특별시 종로구 계동길108-5 | 지번: 서울특별시 종로구 계동 55 | 사유: 검색 결과 없음
행 1473 | 도로명: 서울특별시 종로구 계동길11 | 지번: 서울특별시 종로구 계동 140-2 | 사유: 검색 결과 없음
행 1474 | 도로명: 서울특별시 종로구 계동길11 | 지번: 서울특별시 종로구 계동 140-2 | 사유: 검색 결과 없음
행 1475 | 도로명: 서울특별시 종로구 계동길110 | 지번: 서울특별시 종로구 계동 24-3 | 사유: 검색 결과 없음
행 1476 | 도로명: 서울특별시 종로구 계동길112 | 지번: 서울특별시 종로구 계동 2-49 | 사유: 검색 결과 없음
행 1477 | 도로명: 서울특별시 종로구 계동길115-12 | 지번: 서울특별시 종로구 계동 15-15 | 사유: 검색 결과 없음
행 1478 | 도로명: 서울특별시 종로구 계동길118 | 지번: 서울특별시 종로구 계동 2-33 | 사유: 검색 결과 없음
행 1479 | 도로명: 서울특별시 종로구 계동길119-1 | 지번: 서울특별시 종로구 계동 13 | 사유: 검색 결과 없음
행 1480 | 도로명: 서울특별시 종로구 계동길121-11 | 지번: 서울특별시 종로구 계동 14-8 | 사유: 검색 결과 없음
행 1481 | 도로명: 서울특별시 종로구 계동길121-4 | 지번: 서울특별시 종로구 계동 14-4 | 사유: 검색 결과 없음
행 1482 | 도로명: 서울특별시 종로구 계동길121-5 | 지번: 서울특별시 종로구 계동 14-6 | 사유: 검색 결과 없음
행 1483 | 도로명: 서울특별시 종로구 계동길124-4 | 지번: 서울특별시 종로구 계동 1-8 | 사유: 검색 결과 없음
행 1484 | 도로명: 서울특별시 종로구 계동길15 | 지번: 서울특별시 종로구 계동 144-2 | 사유: 검색 결과 없음
행 1485 | 도로명: 서울특별시 종로구 계동길17 | 지번: 서울특별시 종로구 계동 140-2 | 사유: 검색 결과 없음
행 1486 | 도로명: 서울특별시 종로구 계동길17 | 지번: 서울특별시 종로구 계동 140-2 | 사유: 검색 결과 없음
행 1487 | 도로명: 서울특별시 종로구 계동길19-6 | 지번: 서울특별시 종로구 계동 143-2 | 사유: 검색 결과 없음
행 1488 | 도로명: 서울특별시 종로구 계동길23 | 지번: 서울특별시 종로구 계동 140-2 | 사유: 검색 결과 없음
행 1489 | 도로명: 서울특별시 종로구 계동길27-5 | 지번: 서울특별시 종로구 재동 84-47 | 사유: 검색 결과 없음
행 1490 | 도로명: 서울특별시 종로구 계동길31 | 지번: 서울특별시 종로구 계동 140-2 | 사유: 검색 결과 없음
행 1491 | 도로명: 서울특별시 종로구 계동길31 | 지번: 서울특별시 종로구 계동 140-2 | 사유: 검색 결과 없음
행 1492 | 도로명: 서울특별시 종로구 계동길33-8 | 지번: 서울특별시 종로구 계동 104-2 | 사유: 검색 결과 없음
행 1493 | 도로명: 서울특별시 종로구 계동길33-8 | 지번: 서울특별시 종로구 계동 104-2 | 사유: 검색 결과 없음
행 1494 | 도로명: 서울특별시 종로구 계동길33-9 | 지번: 서울특별시 종로구 계동 104-4 | 사유: 검색 결과 없음
행 1495 | 도로명: 서울특별시 종로구 계동길49-16 | 지번: 서울특별시 종로구 계동 101-14 | 사유: 검색 결과 없음
